"","u","g","z","redshift","MJD","cam_col","fieldbin","runbin","class"
"8677",-1.06682,-1.15312,-0.74489,-0.79003,-0.35812,"5","(-0.06,0.58]","(-0.327,0.048]","STAR"
"8678",-0.07995,1.09234,0.4449,0.25726,1.42126,"3","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"8679",0.40957,0.08054,-0.38163,-0.33835,0.01954,"5","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8680",0.72562,0.41212,0.23492,-0.19225,0.26229,"4","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"8681",0.16922,0.37642,-0.19476,-0.17181,-0.19058,"5","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"8682",-0.7755,-0.13535,0.63779,1.10954,0.46467,"1","(-1.18,-0.774]","(0.8,1.9]","QSO"
"8683",0.96028,0.51924,1.37003,-0.79114,0.46411,"3","(-0.06,0.58]","(-2.23,-0.831]","STAR"
"8684",0.30245,0.61628,-0.06285,-0.12568,0.08313,"4","(0.58,5.4]","(0.8,1.9]","GALAXY"
"8685",1.85413,0.41071,-0.1725,-0.21501,0.28109,"3","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"8686",0.09527,0.41944,1.2825,1.41671,0.55535,"5","(0.58,5.4]","(0.8,1.9]","QSO"
"8687",-0.82951,-0.68607,0.04229,-0.78872,0.67589,"1","(-0.06,0.58]","(-0.831,-0.327]","STAR"
"8688",-0.0678,1.00172,1.24597,0.8931,1.17354,"3","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"8689",-1.64759,-1.95503,-2.03914,-0.69466,-0.20993,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8690",1.17651,1.404,1.69058,0.35746,1.17465,"6","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"8691",1.10603,0.6456,0.23912,-0.04631,0.53157,"2","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"8692",0.84767,0.77818,0.22521,-0.18096,0.40937,"5","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8693",1.03156,0.8958,1.59826,0.06153,-0.20827,"5","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"8694",-0.46676,-0.01007,0.593,1.50933,1.47545,"4","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"8695",-0.42038,-0.41269,0.06535,-0.78858,0.80418,"4","(0.58,5.4]","(0.8,1.9]","STAR"
"8696",0.14242,0.08675,-0.44978,-0.335,-0.12588,"1","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8697",1.36922,0.62374,0.19027,-0.16325,0.39555,"5","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"8698",0.16592,-0.39525,-0.9027,-0.41631,-0.57266,"6","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"8699",-0.91115,-1.67328,-2.20411,-0.78913,-1.6299,"1","(0.58,5.4]","(0.8,1.9]","STAR"
"8700",0.35313,1.09936,1.11087,0.30067,1.1741,"2","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"8701",1.7738,0.4479,0.82383,4.03071,-0.20993,"5","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"8702",-0.09522,0.50387,1.31188,1.91925,0.76934,"1","(-0.45,-0.06]","(0.8,1.9]","QSO"
"8703",-1.44633,-1.78208,-1.91041,-0.70102,-1.30642,"4","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"8704",-0.20011,-0.22551,-0.3677,-0.5307,1.61756,"6","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8705",-0.09118,0.57301,1.4129,1.87003,1.04747,"3","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"8706",0.24019,0.87428,-0.15924,0.12179,0.19649,"4","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"8707",-0.21994,0.20405,1.09737,0.37232,0.28054,"3","(0.58,5.4]","(-0.831,-0.327]","QSO"
"8708",-0.12252,-0.11922,-0.64164,-0.29069,0.34247,"4","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8709",2.005,0.79208,-0.05089,-0.03942,0.00019,"5","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"8710",-2.44158,-2.58736,-1.95566,-0.78958,-1.56797,"1","(-0.06,0.58]","(-0.831,-0.327]","STAR"
"8711",-0.94857,-0.51633,0.12056,1.30833,1.22552,"5","(-0.45,-0.06]","(0.048,0.8]","QSO"
"8712",0.04078,0.57245,0.22167,0.06935,0.47241,"6","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8713",-0.43723,-0.81358,-1.20164,-0.45026,-1.99097,"4","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"8714",0.49946,0.83164,1.72376,0.4326,1.17465,"5","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"8715",-0.73323,-0.96468,-1.15006,-0.5775,-1.61497,"2","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"8716",0.47228,0.94949,0.30598,0.02322,0.47573,"6","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8717",1.69669,0.96636,0.54009,-0.02893,-0.02967,"6","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"8718",-0.36641,0.47917,1.17646,1.03998,1.5689,"4","(-0.45,-0.06]","(0.048,0.8]","QSO"
"8719",0.89921,1.234,0.55868,0.21485,1.19124,"3","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"8720",-1.23328,-1.10595,-0.60392,-0.78982,1.34219,"3","(-0.06,0.58]","(0.8,1.9]","STAR"
"8721",1.05408,0.64704,0.4464,-0.10973,0.36292,"1","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"8722",1.21164,0.6906,0.275,0.04798,-0.0739,"2","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"8723",2.03504,0.48122,-0.0562,-0.164,0.32754,"6","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"8724",1.39693,1.11571,1.1436,0.55785,1.4091,"1","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"8725",-0.91998,-0.90548,-0.01486,-0.78946,-1.1527,"3","(-1.18,-0.774]","(-0.327,0.048]","STAR"
"8726",-0.68507,-0.01219,0.81213,0.74626,0.65875,"1","(-0.774,-0.45]","(-2.23,-0.831]","QSO"
"8727",0.63671,0.41843,-0.16599,-0.15768,-0.14026,"6","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"8728",-0.19449,-0.77195,-1.09756,-0.78921,-1.29923,"6","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"8729",1.14078,0.02152,-0.54954,-0.15746,0.19759,"5","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"8730",-1.4486,-1.73879,-1.53699,-0.78953,-1.21906,"5","(-0.45,-0.06]","(-0.327,0.048]","STAR"
"8731",0.27609,0.26807,1.32565,-0.79054,0.32754,"4","(-0.774,-0.45]","(0.8,1.9]","STAR"
"8732",-0.64946,-1.02736,-1.25481,-0.55881,-0.7391,"1","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"8733",0.43565,0.27883,-0.07959,-0.12349,0.01789,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"8734",-1.07854,-0.94715,-0.31389,-0.79011,0.37454,"5","(-0.06,0.58]","(0.8,1.9]","STAR"
"8735",1.57003,0.76368,0.16057,-0.08993,-0.14689,"6","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"8736",-0.53953,-0.46423,0.30461,2.99181,1.27639,"2","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"8737",0.99706,0.33949,0.07476,-0.39477,0.4431,"4","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"8738",1.34784,0.74677,0.24225,-0.04081,0.08922,"6","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"8739",-0.82861,-0.2319,0.70295,1.64423,-1.81071,"2","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"8740",-0.50883,-1.13078,-1.47226,-0.57776,0.54374,"5","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8741",-1.76105,-1.74834,-1.2753,-0.78826,-1.59285,"3","(-1.18,-0.774]","(-0.831,-0.327]","STAR"
"8742",0.70404,0.38613,-0.27078,-0.08737,-0.0164,"4","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"8743",0.65064,1.82364,-0.28052,-0.78921,0.4243,"5","(-0.06,0.58]","(0.048,0.8]","STAR"
"8744",0.67776,0.85028,0.4179,-0.14112,0.4232,"4","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"8745",0.3582,1.55295,0.48843,0.10435,0.34247,"2","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"8746",0.99571,1.3613,0.6285,0.00396,-0.0269,"5","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8747",-1.76891,-1.82428,-1.06384,-0.78987,-0.78112,"5","(-0.06,0.58]","(-0.327,0.048]","STAR"
"8748",-1.15188,-1.53089,-1.74354,-0.78938,-1.1245,"5","(-0.45,-0.06]","(-0.327,0.048]","STAR"
"8749",0.4631,0.71062,-0.02127,-0.03187,0.03503,"2","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"8750",0.93097,1.68949,0.59992,0.21665,0.78151,"4","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8751",-1.6608,-2.00067,-1.78385,-0.78926,-1.18477,"3","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"8752",0.52268,0.30099,1.17044,-0.78868,-0.148,"4","(-1.18,-0.774]","(-0.327,0.048]","STAR"
"8753",-0.37657,-0.27615,0.09448,2.69428,0.15004,"3","(-0.45,-0.06]","(0.048,0.8]","QSO"
"8754",-0.51863,-0.05267,0.3258,-0.00271,-0.17233,"5","(-1.18,-0.774]","(-2.23,-0.831]","QSO"
"8755",0.49743,0.85575,2.75141,0.73722,0.95126,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"8756",-0.42558,0.15089,0.82545,2.15196,1.42292,"1","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"8757",-1.00325,-0.45542,0.49808,1.57587,1.4561,"2","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"8758",-0.28436,0.34427,0.90901,-0.22719,-0.00976,"1","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8759",0.39905,0.68576,0.36647,0.21138,0.24902,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8760",0.28423,0.5431,2.29782,-0.75158,1.60153,"4","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"8761",-0.30788,0.30138,1.15041,2.0444,1.41021,"3","(-0.06,0.58]","(0.8,1.9]","QSO"
"8762",-0.9558,-0.40985,-0.01609,2.08431,0.39278,"6","(-0.774,-0.45]","(0.048,0.8]","QSO"
"8763",-1.07528,-0.88728,-0.70926,-0.50369,-0.94756,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8764",-0.98225,-0.43446,0.76214,-0.79025,-1.73938,"2","(0.58,5.4]","(-2.23,-0.831]","STAR"
"8765",1.11566,0.17666,-0.3648,-0.27881,-0.05953,"5","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"8766",0.61603,1.63657,0.66149,0.24745,1.42292,"1","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"8767",-1.70569,-1.24495,-0.65152,-0.24445,-0.77946,"2","(-0.774,-0.45]","(0.048,0.8]","QSO"
"8768",0.73524,1.62815,0.73448,0.83036,0.95015,"2","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"8769",0.36084,0.36508,0.21491,0.15304,-0.0269,"2","(0.58,5.4]","(0.8,1.9]","GALAXY"
"8770",-0.13096,0.45558,0.5025,0.17215,0.18488,"5","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"8771",1.68896,0.24388,-0.41869,-0.0528,-0.15574,"1","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"8772",-1.47178,-1.56711,-1.07204,-0.78958,-0.94148,"3","(-0.06,0.58]","(-0.327,0.048]","STAR"
"8773",-0.09436,0.46485,0.30108,0.26893,-0.12422,"3","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"8774",0.55986,1.48006,0.51558,0.04113,0.75773,"6","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8775",0.50615,1.11083,0.36794,-0.12285,-0.82591,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8776",-0.50514,-0.56874,0.26044,3.12638,0.40882,"3","(0.58,5.4]","(0.048,0.8]","QSO"
"8777",-1.69988,-1.61166,-1.19332,-0.79049,-1.28265,"6","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"8778",0.38248,0.73922,0.57962,0.1918,0.86887,"1","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"8779",-1.11926,-1.55247,-1.70446,-0.69575,0.3762,"2","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"8780",0.6927,0.93945,0.40402,8.40839,0.5924,"5","(-1.18,-0.774]","(0.8,1.9]","QSO"
"8781",0.2958,0.40556,0.21415,6.57552,-0.17454,"3","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"8782",-0.12732,0.65279,1.15665,0.70039,1.24322,"4","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
"8783",0.98887,0.77337,0.1795,-0.01761,0.19759,"1","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"8784",0.3477,0.65649,-0.09012,-0.01504,0.05051,"1","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"8785",0.6845,0.72442,0.06619,-0.06025,0.20257,"3","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"8786",1.66818,0.21744,0.56223,-0.78774,-0.0269,"4","(-0.45,-0.06]","(0.8,1.9]","STAR"
"8787",-0.34116,0.08651,1.36043,-0.75518,0.65267,"5","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"8788",-0.06194,0.14549,1.20658,-0.78971,1.14921,"5","(-0.774,-0.45]","(0.8,1.9]","STAR"
"8789",2.28452,0.38247,0.86217,0.32491,1.40578,"4","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"8790",1.69262,1.00238,0.29919,0.08444,0.03282,"6","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"8791",-1.034,-1.35268,-1.3922,-0.6929,-1.59285,"1","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"8792",-1.71015,-1.80348,-0.94659,-0.78973,-0.53948,"6","(-0.06,0.58]","(-0.327,0.048]","STAR"
"8793",0.95706,1.58632,0.47338,0.10411,0.85449,"3","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"8794",0.33183,0.59498,0.26294,0.07293,0.20257,"3","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"8795",0.71024,1.51142,0.68447,-0.07025,0.63995,"5","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"8796",-1.40073,-1.57634,-0.95693,-0.78885,-1.46954,"6","(-0.45,-0.06]","(-2.23,-0.831]","STAR"
"8797",0.36659,0.53838,1.13267,3.5615,0.21529,"5","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"8798",-0.71371,-0.13063,0.71536,1.56501,0.62281,"3","(-0.774,-0.45]","(-2.23,-0.831]","QSO"
"8799",0.05104,0.44021,-0.17574,-0.19594,1.84759,"6","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"8800",0.34617,1.12404,0.34754,0.1338,0.78703,"2","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"8801",-0.90687,-0.75094,-0.09446,-0.78945,0.06544,"2","(-0.45,-0.06]","(-0.327,0.048]","STAR"
"8802",0.80429,0.60357,0.32436,0.23361,0.25399,"4","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"8803",0.16078,-0.45637,-0.43278,-0.78914,0.62668,"3","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"8804",0.35882,0.51103,0.48311,0.36832,-0.20993,"1","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8805",-1.77704,-2.43577,-2.60996,-0.78915,-0.63902,"1","(-1.18,-0.774]","(0.8,1.9]","STAR"
"8806",-0.85478,-1.06915,-1.13879,-0.68531,-1.36614,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"8807",0.20048,0.67726,1.77356,1.69631,1.35491,"4","(-0.06,0.58]","(-0.327,0.048]","QSO"
"8808",-0.66282,-1.2535,-2.16357,-0.78937,-1.11897,"3","(-0.06,0.58]","(-0.831,-0.327]","STAR"
"8809",-0.37732,-0.71825,-1.06859,-0.46413,0.24238,"2","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"8810",0.54105,0.89783,0.23321,0.07667,0.34965,"3","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"8811",0.24582,0.03156,-0.41546,-0.34056,0.22635,"3","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"8812",-0.96858,-1.13783,-1.13611,-0.60869,-1.33628,"2","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"8813",1.09329,1.07137,1.42866,0.24395,1.37095,"4","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8814",0.1431,-0.02801,0.92383,-0.78996,0.52549,"3","(-0.06,0.58]","(0.8,1.9]","STAR"
"8815",-0.01539,0.30086,-0.34619,-0.29488,-0.05068,"4","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"8816",0.5526,0.4313,-0.09234,-0.04581,-0.02801,"2","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"8817",0.57871,-0.38992,-0.55714,-0.78939,-1.33794,"6","(-0.06,0.58]","(-0.327,0.048]","STAR"
"8818",-0.71222,-0.60682,0.15588,-0.78928,-0.58151,"6","(0.58,5.4]","(-0.831,-0.327]","STAR"
"8819",-2.2994,-2.4958,-2.25617,-0.78916,-0.72859,"1","(-0.45,-0.06]","(-0.831,-0.327]","STAR"
"8820",-1.97072,-1.89312,-1.32403,-0.78838,-0.99069,"1","(0.58,5.4]","(0.048,0.8]","STAR"
"8821",-1.33225,-1.38197,-1.49597,-0.5482,-1.6968,"1","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"8822",0.45765,0.42924,-0.2686,-0.78904,-0.43995,"5","(-0.45,-0.06]","(0.8,1.9]","STAR"
"8823",0.7144,0.43024,-0.03836,-0.05495,0.20368,"1","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"8824",1.36314,0.843,0.14636,-0.08104,0.27666,"5","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"8825",-0.20025,0.26446,1.18856,1.09114,0.97725,"1","(-1.18,-0.774]","(0.8,1.9]","QSO"
"8826",0.03008,0.48685,1.46588,-0.78959,-0.20827,"6","(-0.06,0.58]","(-2.23,-0.831]","STAR"
"8827",-1.45139,-0.98458,-0.29826,0.72977,-1.85273,"3","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"8828",1.80269,1.1364,0.40339,0.4718,0.93633,"5","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8829",-0.72419,-0.35309,0.18036,-0.78932,-1.28707,"3","(-0.06,0.58]","(-0.327,0.048]","STAR"
"8830",-0.03875,0.75777,1.52963,0.20421,1.40855,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8831",0.01849,0.39072,1.34144,-0.7894,-0.04902,"5","(-0.774,-0.45]","(0.8,1.9]","STAR"
"8832",1.25891,0.85912,0.35215,-0.17282,0.12958,"1","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"8833",-0.5835,0.00935,0.88614,1.10008,1.47158,"6","(-1.18,-0.774]","(-2.23,-0.831]","QSO"
"8834",1.35901,0.51216,0.33643,-0.00671,-0.03077,"1","(0.58,5.4]","(0.8,1.9]","GALAXY"
"8835",-0.76449,-0.86241,-1.03182,-0.45437,-1.21906,"5","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"8836",-0.71312,-1.15276,-1.48665,-0.60642,-0.94148,"2","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"8837",-1.3002,-1.63183,-1.78051,-0.68143,-0.79882,"3","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"8838",1.30682,0.69967,1.41086,-0.78858,-0.20716,"1","(0.58,5.4]","(-2.23,-0.831]","STAR"
"8839",-0.1025,-0.65261,-1.04479,-0.4186,-1.16929,"6","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"8840",-0.10647,-0.14684,0.4994,3.37843,0.21805,"6","(0.58,5.4]","(-0.831,-0.327]","QSO"
"8841",0.78939,2.30706,1.67239,-0.78535,-1.46954,"6","(-0.774,-0.45]","(-2.23,-0.831]","STAR"
"8842",0.68908,0.53365,-0.09717,-0.18172,0.2269,"4","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"8843",0.47123,0.97766,0.31814,0.1328,0.13345,"3","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"8844",-1.34222,-1.68589,-1.84143,-0.65717,-1.58566,"3","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"8845",-0.33021,0.26654,0.90762,1.82926,0.74999,"3","(-0.774,-0.45]","(0.8,1.9]","QSO"
"8846",1.619,1.4681,0.42643,0.14933,1.24211,"4","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"8847",0.9225,0.78967,0.14103,0.01938,0.0577,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"8848",0.59387,0.60402,0.96971,-0.43593,0.63663,"5","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"8849",-0.69867,-0.14588,0.87169,1.39477,-1.77974,"2","(-0.06,0.58]","(-2.23,-0.831]","QSO"
"8850",1.6723,0.6677,-0.0016,-0.02232,0.46246,"5","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"8851",-1.28068,-1.394,-1.27986,-0.66995,-0.58317,"1","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8852",-0.0563,-0.07595,0.45718,-0.78956,-0.61413,"6","(0.58,5.4]","(-0.327,0.048]","STAR"
"8853",0.43972,-0.16322,-0.57032,-0.34542,0.26395,"5","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"8854",-0.03479,0.56164,1.14485,0.92331,1.42901,"5","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"8855",-0.92135,-0.38182,0.52374,1.1354,1.41905,"4","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"8856",-0.22001,-0.29876,0.0509,-0.78952,-1.1234,"2","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"8857",1.01319,0.73697,0.47597,-0.28879,-1.77698,"3","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"8858",-1.00963,-0.49392,0.48325,0.55746,-1.77421,"4","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"8859",0.3288,1.01395,1.31063,0.35887,1.37924,"6","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8860",-0.41829,-0.47251,0.01539,-0.78881,0.93412,"3","(0.58,5.4]","(0.8,1.9]","STAR"
"8861",1.52878,1.11129,1.45414,0.0606,0.57913,"5","(0.58,5.4]","(0.8,1.9]","GALAXY"
"8862",0.84596,0.76319,0.43962,-0.07346,0.27777,"5","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"8863",0.64236,0.59123,0.8452,0.0787,0.35795,"4","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8864",-1.35721,-0.87376,-0.05426,0.77573,-2.03576,"5","(-1.18,-0.774]","(-2.23,-0.831]","QSO"
"8865",1.5638,0.30494,-0.32939,-0.16164,-0.04183,"2","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"8866",-0.66405,-0.9171,-1.11659,-0.57935,-1.38162,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"8867",0.76725,0.77458,0.47091,0.22402,1.37813,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8868",-0.93297,-0.77537,-0.15866,-0.78896,-0.62021,"4","(-0.45,-0.06]","(-2.23,-0.831]","STAR"
"8869",-1.37898,-1.37005,-1.18524,-0.68269,-0.99511,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"8870",0.72925,1.26075,1.48097,0.29618,1.29575,"1","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"8871",0.91259,0.62568,1.27427,-0.79048,-0.06119,"4","(-0.45,-0.06]","(-0.327,0.048]","STAR"
"8872",-1.37598,-1.29964,-0.84055,-0.78941,-0.47479,"1","(-0.06,0.58]","(0.048,0.8]","STAR"
"8873",-1.12451,-1.05604,-0.56636,-0.78949,0.23519,"5","(-0.45,-0.06]","(0.048,0.8]","STAR"
"8874",1.62154,0.72695,0.28911,-0.02995,0.26948,"3","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"8875",-1.30663,-1.34342,-1.15194,-0.68309,-1.50216,"6","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"8876",0.0505,1.3684,0.55563,0.0433,0.93633,"5","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8877",0.53392,0.59053,-0.18965,-0.09418,0.34578,"4","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"8878",-1.11906,-0.88942,-0.87252,-0.39144,-1.94065,"3","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"8879",-1.65769,-1.05909,0.33899,-0.78959,-2.15409,"4","(0.58,5.4]","(-2.23,-0.831]","STAR"
"8880",-0.58938,-0.95477,-1.22971,-0.5462,-1.57737,"5","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"8881",0.7443,0.41018,0.27595,-0.00517,0.03558,"3","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"8882",-1.06377,-1.12335,-1.10528,-0.56632,-1.89476,"5","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"8883",1.42336,0.8098,1.89611,3.18555,-0.18892,"5","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"8884",0.86331,1.1839,0.51013,0.04502,1.57277,"4","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"8885",1.0846,0.80224,0.39592,-0.12153,-0.06119,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"8886",-0.81589,-1.0034,-1.27548,-0.49718,-0.94314,"1","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"8887",-1.42515,-1.39414,-0.97257,-0.73514,-0.82591,"4","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"8888",-0.88377,-1.16026,-1.16101,-0.69318,-0.96359,"5","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"8889",0.96422,0.64737,0.06733,-0.09453,0.22856,"1","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"8890",-1.55256,-1.77555,-1.82686,-0.7221,-1.1527,"3","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"8891",0.66259,0.47243,2.14826,3.26625,1.02701,"4","(0.58,5.4]","(-0.831,-0.327]","QSO"
"8892",-0.34142,0.20999,0.76475,0.39076,0.97946,"4","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"8893",-0.22156,-0.13788,0.88524,-0.78987,-0.53119,"4","(-0.06,0.58]","(0.048,0.8]","STAR"
"8894",-1.25606,-0.8963,-0.11892,0.45444,-0.01087,"4","(-0.45,-0.06]","(0.8,1.9]","QSO"
"8895",-0.69208,-0.12395,0.75707,1.57071,1.21115,"5","(-1.18,-0.774]","(-0.327,0.048]","QSO"
"8896",-0.07051,0.41114,1.45693,2.69826,0.22745,"4","(0.58,5.4]","(-0.831,-0.327]","QSO"
"8897",-0.18004,0.53736,1.26003,0.85375,0.98665,"5","(0.58,5.4]","(0.8,1.9]","QSO"
"8898",-0.72454,-0.13393,0.81919,0.75904,0.77045,"6","(-0.774,-0.45]","(0.8,1.9]","QSO"
